report_date,ticker,fiscal_quarter,fiscal_quarter_end,roe,gross_margin,fcf_yield,debt_to_assets,pe,pb,ev_ebitda,earnings_yield
2018-11-04,DUK,2018Q3,2018-09-30,0.0901,0.2909,0.0146,0.7474,26.63,1.58,12.81,0.0375
2018-11-04,ECL,2018Q3,2018-09-30,0.2024,0.4013,0.0344,0.5044,27.94,7.32,18.82,0.0358
2018-11-04,GOOGL,2018Q3,2018-09-30,0.2714,0.5636,0.0343,0.1348,23.01,7.08,22.65,0.0435
2018-11-04,HD,2018Q3,2018-09-30,0.4205,0.3156,0.0633,0.6317,15.78,140.71,22.51,0.0634
2018-11-04,HON,2018Q3,2018-09-30,0.2848,0.3071,0.0479,0.5071,26.17,8.97,16.82,0.0382
2018-11-04,JNJ,2018Q3,2018-09-30,0.2954,0.6866,0.065,0.3833,15.97,6.3,14.69,0.0626
2018-11-04,JPM,2018Q3,2018-09-30,0.1289,0.5423,0.0366,0.8923,11.78,2.77,22.16,0.0849
2018-11-04,KO,2018Q3,2018-09-30,0.3986,0.6106,0.0593,0.6815,21.81,8.49,16.98,0.0459
2018-11-04,LIN,2018Q3,2018-09-30,0.143,0.4432,0.0494,0.3896,18.08,2.88,15.38,0.0553
2018-11-04,META,2018Q3,2018-09-30,0.2815,0.7951,0.0578,0.1337,19.37,9.04,21.09,0.0516
2018-11-04,MSFT,2018Q3,2018-09-30,0.4141,0.727,0.0307,0.361,22.49,10.2,22.94,0.0445
2018-11-04,NEE,2018Q3,2018-09-30,0.1187,0.3769,0.0182,0.6169,37.06,3.91,20.83,0.027
2018-11-04,NVDA,2018Q3,2018-09-30,0.3231,0.6447,0.0257,0.1828,34.48,10.1,23.58,0.029
2018-11-04,PG,2018Q3,2018-09-30,0.2376,0.5222,0.0465,0.4827,22.91,7.27,20.6,0.0436
2018-11-04,PLD,2018Q3,2018-09-30,0.067,0.776,0.0272,0.3682,33.16,3.12,26.37,0.0302
2018-11-04,UNH,2018Q3,2018-09-30,0.2313,0.2301,0.0518,0.3821,13.75,5.51,16.53,0.0727
2018-11-04,UPS,2018Q3,2018-09-30,0.509,0.1933,0.0549,0.7067,16.25,42.07,16.83,0.0615
2018-11-04,V,2018Q3,2018-09-30,0.2829,0.8042,0.0583,0.3983,22.99,13.47,32.92,0.0435
2018-11-04,WMT,2018Q3,2018-09-30,0.2103,0.2577,0.0436,0.5742,26.78,6.52,18.26,0.0373
2018-11-04,XOM,2018Q3,2018-09-30,0.1105,0.3328,0.0426,0.4419,14.66,2.0,12.49,0.0682
2018-11-04,ZQAI,2018Q3,2018-09-30,0.0925,0.2537,0.0182,0.5398,19.99,1.61,11.65,0.05
2018-11-04,ZQLH,2018Q3,2018-09-30,0.1137,0.5636,0.0281,0.3694,30.21,5.14,24.41,0.0331
2018-11-04,ZQPT,2018Q3,2018-09-30,0.0578,0.3989,0.0149,0.2785,45.3,2.69,26.94,0.0221
2019-02-04,AAPL,2018Q4,2018-12-31,0.4875,0.4203,0.0537,0.3168,19.28,12.2,16.27,0.0519
2019-02-04,AMT,2018Q4,2018-12-31,0.1811,0.72,0.0367,0.7796,40.84,12.09,24.17,0.0245
2019-02-04,AMZN,2018Q4,2018-12-31,0.1372,0.443,0.0317,0.5431,45.08,17.03,42.58,0.0222
2019-02-04,APD,2018Q4,2018-12-31,0.1495,0.3387,0.0523,0.4218,23.21,6.38,23.91,0.0431
2019-02-04,BAC,2018Q4,2018-12-31,0.0916,0.5346,0.0192,0.8809,11.95,1.39,15.08,0.0837
2019-02-04,CAT,2018Q4,2018-12-31,0.2803,0.3335,0.0482,0.6522,17.01,5.78,10.59,0.0588
2019-02-04,CVX,2018Q4,2018-12-31,0.1241,0.3212,0.0356,0.405,15.68,2.09,15.31,0.0638
2019-02-04,DUK,2018Q4,2018-12-31,0.0747,0.2455,0.0154,0.7114,25.67,1.59,12.95,0.039
2019-02-04,ECL,2018Q4,2018-12-31,0.1761,0.449,0.0423,0.5579,29.12,7.5,19.3,0.0343
2019-02-04,GOOGL,2018Q4,2018-12-31,0.2397,0.5199,0.0466,0.0954,18.83,6.85,21.91,0.0531
2019-02-04,HD,2018Q4,2018-12-31,0.5277,0.3496,0.0627,0.6455,22.45,158.83,25.41,0.0445
2019-02-04,HON,2018Q4,2018-12-31,0.2121,0.322,0.0495,0.591,20.45,8.91,16.7,0.0489
2019-02-04,JNJ,2018Q4,2018-12-31,0.2375,0.6709,0.0644,0.4606,17.86,6.1,14.24,0.056
2019-02-04,JPM,2018Q4,2018-12-31,0.1266,0.4973,0.0459,0.8837,12.06,3.04,24.34,0.083
2019-02-04,KO,2018Q4,2018-12-31,0.3764,0.5845,0.0533,0.6372,30.62,8.61,17.22,0.0327
2019-02-04,LIN,2018Q4,2018-12-31,0.1417,0.4534,0.051,0.3929,17.69,2.98,15.9,0.0565
2019-02-04,META,2018Q4,2018-12-31,0.2603,0.7748,0.0509,0.1486,21.55,10.55,24.62,0.0464
2019-02-04,MSFT,2018Q4,2018-12-31,0.4251,0.6564,0.0326,0.357,20.49,12.32,27.72,0.0488
2019-02-04,NEE,2018Q4,2018-12-31,0.1143,0.3905,0.0272,0.5598,31.89,3.64,19.42,0.0314
2019-02-04,NVDA,2018Q4,2018-12-31,0.3759,0.5962,0.0361,0.1292,33.04,10.63,24.81,0.0303
2019-02-04,PG,2018Q4,2018-12-31,0.258,0.5168,0.0525,0.4765,25.07,7.54,21.37,0.0399
2019-02-04,PLD,2018Q4,2018-12-31,0.0627,0.7863,0.0231,0.4079,47.75,2.76,23.36,0.0209
2019-02-04,UNH,2018Q4,2018-12-31,0.2389,0.2392,0.0532,0.3827,19.28,6.12,18.35,0.0519
2019-02-04,UPS,2018Q4,2018-12-31,0.645,0.1919,0.0646,0.6966,16.1,39.03,15.61,0.0621
2019-02-04,V,2018Q4,2018-12-31,0.345,0.7967,0.0567,0.433,25.15,13.17,32.19,0.0398
2019-02-04,WMT,2018Q4,2018-12-31,0.2274,0.2701,0.0437,0.6012,25.06,6.56,18.38,0.0399
2019-02-04,XOM,2018Q4,2018-12-31,0.1251,0.3638,0.0438,0.4312,13.78,1.97,12.32,0.0726
2019-02-04,ZQAI,2018Q4,2018-12-31,0.0876,0.2237,0.0242,0.5539,17.39,1.7,12.31,0.0575
2019-02-04,ZQLH,2018Q4,2018-12-31,0.098,0.5352,0.0362,0.3713,25.94,5.23,24.82,0.0386
2019-02-04,ZQPT,2018Q4,2018-12-31,0.05,0.3774,0.0133,0.2833,60.08,2.68,26.83,0.0166
2019-05-05,AAPL,2019Q1,2019-03-31,0.5004,0.4302,0.0451,0.367,17.84,13.35,17.8,0.0561
2019-05-05,AMT,2019Q1,2019-03-31,0.1654,0.7062,0.0276,0.7195,48.8,12.63,25.26,0.0205
2019-05-05,AMZN,2019Q1,2019-03-31,0.1356,0.4277,0.0291,0.5495,53.01,16.51,41.27,0.0189
2019-05-05,APD,2019Q1,2019-03-31,0.151,0.3078,0.0527,0.4375,15.25,6.64,24.88,0.0656
2019-05-05,BAC,2019Q1,2019-03-31,0.1004,0.5101,0.0316,0.93,12.8,1.43,15.54,0.0781
2019-05-05,CAT,2019Q1,2019-03-31,0.3544,0.3196,0.0429,0.6088,14.8,5.81,10.66,0.0675
2019-05-05,CVX,2019Q1,2019-03-31,0.1006,0.3659,0.043,0.3919,15.85,2.26,16.6,0.0631
2019-05-05,DUK,2019Q1,2019-03-31,0.0733,0.2695,0.0213,0.7442,21.02,1.59,12.88,0.0476
2019-05-05,ECL,2019Q1,2019-03-31,0.1924,0.417,0.0409,0.4886,25.63,7.68,19.74,0.039
2019-05-05,GOOGL,2019Q1,2019-03-31,0.1703,0.5647,0.0488,0.0827,22.03,7.6,24.32,0.0454
2019-05-05,HD,2019Q1,2019-03-31,0.4351,0.3314,0.0518,0.6681,18.44,165.63,26.5,0.0542
2019-05-05,HON,2019Q1,2019-03-31,0.2707,0.3227,0.0591,0.5499,19.49,9.38,17.58,0.0513
2019-05-05,JNJ,2019Q1,2019-03-31,0.2738,0.6827,0.0502,0.4121,17.29,6.19,14.44,0.0578
2019-05-05,JPM,2019Q1,2019-03-31,0.1257,0.5647,0.0513,0.9047,11.74,3.1,24.82,0.0852
2019-05-05,KO,2019Q1,2019-03-31,0.3819,0.5903,0.0525,0.6406,28.35,9.21,18.43,0.0353
2019-05-05,LIN,2019Q1,2019-03-31,0.1554,0.4271,0.0458,0.4455,19.89,2.96,15.78,0.0503
2019-05-05,META,2019Q1,2019-03-31,0.2512,0.7645,0.0521,0.1325,22.16,9.3,21.7,0.0451
2019-05-05,MSFT,2019Q1,2019-03-31,0.3383,0.6593,0.0405,0.3305,24.47,13.11,29.51,0.0409
2019-05-05,NEE,2019Q1,2019-03-31,0.1005,0.3775,0.0152,0.5824,26.99,3.59,19.14,0.0371
2019-05-05,NVDA,2019Q1,2019-03-31,0.3972,0.6054,0.024,0.1982,73.4,11.14,26.0,0.0136
2019-05-05,PG,2019Q1,2019-03-31,0.2558,0.5162,0.05,0.4215,22.38,7.87,22.3,0.0447
2019-05-05,PLD,2019Q1,2019-03-31,0.0748,0.7762,0.0258,0.3934,31.74,2.67,22.59,0.0315
2019-05-05,UNH,2019Q1,2019-03-31,0.2412,0.2576,0.0527,0.3863,16.85,6.17,18.5,0.0594
2019-05-05,UPS,2019Q1,2019-03-31,0.5506,0.1734,0.0659,0.6414,15.04,36.18,14.47,0.0665
2019-05-05,V,2019Q1,2019-03-31,0.3314,0.7797,0.0512,0.4588,21.85,14.25,34.84,0.0458
2019-05-05,WMT,2019Q1,2019-03-31,0.2053,0.2518,0.0385,0.5601,20.2,6.79,19.0,0.0495
2019-05-05,XOM,2019Q1,2019-03-31,0.1266,0.3331,0.0362,0.4885,13.07,2.06,12.86,0.0765
2019-05-05,ZQAI,2019Q1,2019-03-31,0.091,0.2161,0.0203,0.5407,21.03,1.57,11.33,0.0476
2019-05-05,ZQLH,2019Q1,2019-03-31,0.0881,0.5186,0.0275,0.3976,24.9,5.01,23.81,0.0402
2019-05-05,ZQPT,2019Q1,2019-03-31,0.0437,0.3798,0.0154,0.2646,32.08,2.08,20.84,0.0312
2019-08-04,AAPL,2019Q2,2019-06-30,0.4422,0.4224,0.0521,0.3052,20.37,11.82,15.76,0.0491
2019-08-04,AMT,2019Q2,2019-06-30,0.1752,0.678,0.0407,0.7645,41.73,12.78,25.57,0.024
2019-08-04,AMZN,2019Q2,2019-06-30,0.1215,0.4644,0.0219,0.5616,51.99,15.14,37.84,0.0192
2019-08-04,APD,2019Q2,2019-06-30,0.1962,0.3254,0.0529,0.4731,23.61,6.75,25.32,0.0424
2019-08-04,BAC,2019Q2,2019-06-30,0.0958,0.5187,0.0371,0.8955,12.04,1.46,15.81,0.083
2019-08-04,CAT,2019Q2,2019-06-30,0.3539,0.3341,0.0468,0.6815,19.5,6.82,12.5,0.0513
2019-08-04,CVX,2019Q2,2019-06-30,0.1084,0.3814,0.0415,0.3699,14.23,2.22,16.29,0.0703
2019-08-04,DUK,2019Q2,2019-06-30,0.0799,0.2887,0.0177,0.6807,24.83,1.63,13.26,0.0403
2019-08-04,ECL,2019Q2,2019-06-30,0.1854,0.415,0.0397,0.5,26.75,7.88,20.26,0.0374
2019-08-04,GOOGL,2019Q2,2019-06-30,0.2056,0.5327,0.0445,0.0663,18.66,7.32,23.44,0.0536
2019-08-04,HD,2019Q2,2019-06-30,0.5127,0.3219,0.0597,0.6257,22.72,154.76,24.76,0.044
2019-08-04,HON,2019Q2,2019-06-30,0.2514,0.3373,0.0442,0.5315,18.64,9.37,17.57,0.0536
2019-08-04,JNJ,2019Q2,2019-06-30,0.3109,0.6829,0.0612,0.457,18.82,6.09,14.21,0.0531
2019-08-04,JPM,2019Q2,2019-06-30,0.1103,0.5624,0.0377,0.8539,11.96,3.14,25.13,0.0836
2019-08-04,KO,2019Q2,2019-06-30,0.3901,0.5973,0.0548,0.6668,25.93,9.7,19.41,0.0386
2019-08-04,LIN,2019Q2,2019-06-30,0.1279,0.437,0.0491,0.4158,22.43,3.06,16.32,0.0446
2019-08-04,META,2019Q2,2019-06-30,0.3033,0.7952,0.0578,0.1349,20.54,8.9,20.78,0.0487
2019-08-04,MSFT,2019Q2,2019-06-30,0.382,0.6737,0.0393,0.2687,21.17,13.93,31.33,0.0472
2019-08-04,NEE,2019Q2,2019-06-30,0.1193,0.3956,0.0159,0.6116,30.01,3.83,20.44,0.0333
2019-08-04,NVDA,2019Q2,2019-06-30,0.3155,0.6032,0.0357,0.1617,46.26,11.6,27.07,0.0216
2019-08-04,PG,2019Q2,2019-06-30,0.2091,0.4964,0.0519,0.525,26.7,7.99,22.65,0.0375
2019-08-04,PLD,2019Q2,2019-06-30,0.0617,0.7942,0.0247,0.4093,35.25,2.68,22.66,0.0284
2019-08-04,UNH,2019Q2,2019-06-30,0.1776,0.2119,0.0398,0.3445,20.28,6.52,19.57,0.0493
2019-08-04,UPS,2019Q2,2019-06-30,0.5198,0.209,0.0628,0.7378,16.75,38.7,15.48,0.0597
2019-08-04,V,2019Q2,2019-06-30,0.2873,0.7822,0.0571,0.4005,26.37,13.55,33.12,0.0379
2019-08-04,WMT,2019Q2,2019-06-30,0.2208,0.2473,0.0486,0.5991,18.56,6.99,19.56,0.0539
2019-08-04,XOM,2019Q2,2019-06-30,0.1305,0.3393,0.0392,0.4032,14.04,2.17,13.55,0.0712
2019-08-04,ZQAI,2019Q2,2019-06-30,0.0889,0.2555,0.0215,0.5642,17.99,1.69,12.18,0.0556
2019-08-04,ZQLH,2019Q2,2019-06-30,0.0933,0.5322,0.0307,0.3766,22.82,4.99,23.69,0.0438
2019-08-04,ZQPT,2019Q2,2019-06-30,0.0471,0.4282,0.0023,0.313,55.8,2.08,20.78,0.0179
2019-11-04,AAPL,2019Q3,2019-09-30,0.4576,0.4003,0.0457,0.2726,19.42,12.87,17.16,0.0515
2019-11-04,AMT,2019Q3,2019-09-30,0.1852,0.681,0.03,0.7212,44.75,12.7,25.4,0.0223
2019-11-04,AMZN,2019Q3,2019-09-30,0.0987,0.4255,0.0298,0.5161,38.78,17.35,43.38,0.0258
2019-11-04,APD,2019Q3,2019-09-30,0.1454,0.325,0.0587,0.4883,19.23,6.63,24.86,0.052
2019-11-04,BAC,2019Q3,2019-09-30,0.0761,0.512,0.031,0.9065,12.75,1.67,18.06,0.0785
2019-11-04,CAT,2019Q3,2019-09-30,0.3272,0.3127,0.0498,0.6985,16.53,7.52,13.78,0.0605
2019-11-04,CVX,2019Q3,2019-09-30,0.0846,0.3286,0.0417,0.3292,18.55,2.34,17.18,0.0539
2019-11-04,DUK,2019Q3,2019-09-30,0.0854,0.2765,0.0178,0.7163,24.91,1.64,13.3,0.0401
2019-11-04,ECL,2019Q3,2019-09-30,0.1861,0.4023,0.0484,0.4579,19.61,7.79,20.04,0.051
2019-11-04,GOOGL,2019Q3,2019-09-30,0.2082,0.535,0.0294,0.07,19.82,7.41,23.71,0.0505
2019-11-04,HD,2019Q3,2019-09-30,0.4066,0.3394,0.0617,0.6814,17.45,148.83,23.81,0.0573
2019-11-04,HON,2019Q3,2019-09-30,0.2839,0.3395,0.0413,0.5668,21.23,9.19,17.22,0.0471
2019-11-04,JNJ,2019Q3,2019-09-30,0.2582,0.6662,0.0621,0.3586,18.12,6.14,14.32,0.0552
2019-11-04,JPM,2019Q3,2019-09-30,0.1171,0.5744,0.0413,0.8729,12.33,3.32,26.58,0.0811
2019-11-04,KO,2019Q3,2019-09-30,0.3858,0.5951,0.0526,0.6856,21.61,9.65,19.31,0.0463
2019-11-04,LIN,2019Q3,2019-09-30,0.1295,0.4191,0.0587,0.4246,18.68,2.84,15.16,0.0535
2019-11-04,META,2019Q3,2019-09-30,0.2294,0.7718,0.0505,0.1436,23.87,10.95,25.55,0.0419
2019-11-04,MSFT,2019Q3,2019-09-30,0.3792,0.6859,0.038,0.333,23.05,16.2,36.45,0.0434
2019-11-04,NEE,2019Q3,2019-09-30,0.108,0.3792,0.0126,0.6261,24.94,3.97,21.19,0.0401
2019-11-04,NVDA,2019Q3,2019-09-30,0.3573,0.6629,0.0339,0.1791,32.51,11.2,26.13,0.0308
2019-11-04,PG,2019Q3,2019-09-30,0.2666,0.4701,0.0573,0.4929,23.48,8.27,23.44,0.0426
2019-11-04,PLD,2019Q3,2019-09-30,0.0695,0.7995,0.0212,0.4027,25.77,2.42,20.51,0.0388
2019-11-04,UNH,2019Q3,2019-09-30,0.2194,0.2604,0.0475,0.3382,18.85,6.93,20.79,0.053
2019-11-04,UPS,2019Q3,2019-09-30,0.5632,0.2292,0.0617,0.7067,15.11,35.19,14.07,0.0662
2019-11-04,V,2019Q3,2019-09-30,0.3097,0.8005,0.052,0.3799,21.99,12.66,30.96,0.0455
2019-11-04,WMT,2019Q3,2019-09-30,0.2,0.2671,0.0363,0.629,31.65,6.8,19.04,0.0316
2019-11-04,XOM,2019Q3,2019-09-30,0.1246,0.3164,0.0414,0.419,14.17,2.44,15.22,0.0706
2019-11-04,ZQAI,2019Q3,2019-09-30,0.087,0.2668,0.0185,0.574,16.9,2.06,14.87,0.0592
2019-11-04,ZQLH,2019Q3,2019-09-30,0.0911,0.5601,0.0288,0.3562,26.89,5.18,24.62,0.0372
2019-11-04,ZQPT,2019Q3,2019-09-30,0.042,0.4132,0.0091,0.2967,57.27,1.87,18.7,0.0175
2020-02-04,AAPL,2019Q4,2019-12-31,0.4278,0.4184,0.0464,0.2808,21.04,12.43,16.57,0.0475
2020-02-04,AMT,2019Q4,2019-12-31,0.1516,0.6963,0.0367,0.6747,42.28,13.96,27.92,0.0237
2020-02-04,AMZN,2019Q4,2019-12-31,0.1278,0.4246,0.0257,0.533,41.03,18.33,45.82,0.0244
2020-02-04,APD,2019Q4,2019-12-31,0.1622,0.2907,0.048,0.4318,22.18,6.98,26.17,0.0451
2020-02-04,BAC,2019Q4,2019-12-31,0.0753,0.5095,0.0287,0.8781,11.35,1.76,19.04,0.0881
2020-02-04,CAT,2019Q4,2019-12-31,0.3248,0.3398,0.0527,0.6253,14.21,8.21,15.05,0.0704
2020-02-04,CVX,2019Q4,2019-12-31,0.0938,0.3365,0.0373,0.4039,15.2,2.28,16.73,0.0658
2020-02-04,DUK,2019Q4,2019-12-31,0.0667,0.2995,0.0205,0.6361,29.82,1.68,13.61,0.0335
2020-02-04,ECL,2019Q4,2019-12-31,0.1541,0.4169,0.0384,0.5379,26.61,8.15,20.95,0.0376
2020-02-04,GOOGL,2019Q4,2019-12-31,0.2099,0.5355,0.0388,0.1202,22.49,7.57,24.22,0.0445
2020-02-04,HD,2019Q4,2019-12-31,0.421,0.3399,0.0683,0.648,20.26,154.03,24.65,0.0493
2020-02-04,HON,2019Q4,2019-12-31,0.2907,0.2792,0.0487,0.5477,22.81,9.52,17.84,0.0438
2020-02-04,JNJ,2019Q4,2019-12-31,0.3062,0.6819,0.0609,0.3788,23.32,6.35,14.82,0.0429
2020-02-04,JPM,2019Q4,2019-12-31,0.1297,0.5731,0.0409,0.95,11.66,3.08,24.61,0.0857
2020-02-04,KO,2019Q4,2019-12-31,0.393,0.5947,0.0527,0.6534,24.11,9.71,19.42,0.0415
2020-02-04,LIN,2019Q4,2019-12-31,0.1315,0.4346,0.0466,0.42,18.22,2.7,14.41,0.0549
2020-02-04,META,2019Q4,2019-12-31,0.2618,0.7518,0.0537,0.1364,25.03,13.63,31.81,0.04
2020-02-04,MSFT,2019Q4,2019-12-31,0.3378,0.691,0.0405,0.3331,21.38,18.76,42.2,0.0468
2020-02-04,NEE,2019Q4,2019-12-31,0.1099,0.383,0.0184,0.5601,26.54,3.84,20.46,0.0377
2020-02-04,NVDA,2019Q4,2019-12-31,0.3269,0.6381,0.0383,0.1435,36.35,13.43,31.33,0.0275
2020-02-04,PG,2019Q4,2019-12-31,0.2366,0.5068,0.053,0.5179,21.79,8.52,24.15,0.0459
2020-02-04,PLD,2019Q4,2019-12-31,0.0791,0.752,0.0309,0.4487,37.17,2.49,21.11,0.0269
2020-02-04,UNH,2019Q4,2019-12-31,0.2367,0.2486,0.0468,0.3628,15.92,7.29,21.88,0.0628
2020-02-04,UPS,2019Q4,2019-12-31,0.5044,0.2151,0.058,0.7373,15.56,35.44,14.18,0.0642
2020-02-04,V,2019Q4,2019-12-31,0.267,0.8212,0.0537,0.378,23.14,12.87,31.45,0.0432
2020-02-04,WMT,2019Q4,2019-12-31,0.2069,0.239,0.0363,0.5977,23.62,6.77,18.96,0.0423
2020-02-04,XOM,2019Q4,2019-12-31,0.0942,0.3112,0.0395,0.3899,13.02,2.53,15.82,0.0768
2020-02-04,ZQAI,2019Q4,2019-12-31,0.094,0.2122,0.0098,0.5291,18.49,2.03,14.7,0.0541
2020-02-04,ZQLH,2019Q4,2019-12-31,0.1073,0.5577,0.0316,0.3895,25.25,4.95,23.52,0.0396
2020-02-04,ZQPT,2019Q4,2019-12-31,0.0473,0.3993,0.0067,0.2862,65.08,1.94,19.44,0.0154
2020-05-05,AAPL,2020Q1,2020-03-31,0.4631,0.4202,0.0521,0.3379,18.34,13.17,17.56,0.0545
2020-05-05,AMT,2020Q1,2020-03-31,0.1981,0.6921,0.0275,0.7971,38.36,14.54,29.09,0.0261
2020-05-05,AMZN,2020Q1,2020-03-31,0.1278,0.4348,0.0299,0.5682,34.96,16.04,40.09,0.0286
2020-05-05,APD,2020Q1,2020-03-31,0.1611,0.3248,0.047,0.4312,18.24,6.8,25.49,0.0548
2020-05-05,BAC,2020Q1,2020-03-31,0.1118,0.5106,0.0279,0.8861,11.82,1.86,20.1,0.0846
2020-05-05,CAT,2020Q1,2020-03-31,0.3292,0.3216,0.0586,0.6783,18.31,8.83,16.18,0.0546
2020-05-05,CVX,2020Q1,2020-03-31,0.1068,0.3626,0.0443,0.3959,15.98,2.37,17.36,0.0626
2020-05-05,DUK,2020Q1,2020-03-31,0.0881,0.298,0.0222,0.788,23.73,1.62,13.14,0.0421
2020-05-05,ECL,2020Q1,2020-03-31,0.1734,0.4488,0.0346,0.4918,28.43,7.73,19.88,0.0352
2020-05-05,GOOGL,2020Q1,2020-03-31,0.2183,0.5347,0.0537,0.0791,21.25,8.33,26.66,0.0471
2020-05-05,HD,2020Q1,2020-03-31,0.4886,0.376,0.0565,0.6113,19.0,145.95,23.35,0.0526
2020-05-05,HON,2020Q1,2020-03-31,0.2821,0.3174,0.0467,0.5962,19.25,9.1,17.05,0.052
2020-05-05,JNJ,2020Q1,2020-03-31,0.2937,0.6898,0.0538,0.3851,17.87,6.01,14.03,0.0559
2020-05-05,JPM,2020Q1,2020-03-31,0.126,0.5686,0.0359,0.8916,12.06,3.04,24.31,0.0829
2020-05-05,KO,2020Q1,2020-03-31,0.4298,0.5834,0.0551,0.6961,29.17,9.72,19.44,0.0343
2020-05-05,LIN,2020Q1,2020-03-31,0.1224,0.4271,0.0435,0.3846,19.88,2.79,14.87,0.0503
2020-05-05,META,2020Q1,2020-03-31,0.2073,0.8117,0.0546,0.1506,21.45,14.36,33.51,0.0466
2020-05-05,MSFT,2020Q1,2020-03-31,0.4776,0.6958,0.0396,0.2811,24.54,17.69,39.81,0.0408
2020-05-05,NEE,2020Q1,2020-03-31,0.1151,0.4014,0.0151,0.6108,26.84,3.6,19.21,0.0373
2020-05-05,NVDA,2020Q1,2020-03-31,0.2904,0.6249,0.0346,0.2078,38.77,14.93,34.84,0.0258
2020-05-05,PG,2020Q1,2020-03-31,0.2263,0.5156,0.0591,0.5292,23.78,8.43,23.88,0.042
2020-05-05,PLD,2020Q1,2020-03-31,0.0657,0.7896,0.0338,0.4399,34.58,2.45,20.71,0.0289
2020-05-05,UNH,2020Q1,2020-03-31,0.2149,0.252,0.0552,0.3684,16.93,7.79,23.38,0.0591
2020-05-05,UPS,2020Q1,2020-03-31,0.4543,0.1934,0.0596,0.7343,17.03,35.64,14.26,0.0587
2020-05-05,V,2020Q1,2020-03-31,0.3303,0.7776,0.0464,0.4418,25.15,12.91,31.55,0.0398
2020-05-05,WMT,2020Q1,2020-03-31,0.222,0.2563,0.0444,0.5636,26.08,6.59,18.45,0.0383
2020-05-05,XOM,2020Q1,2020-03-31,0.138,0.3182,0.0361,0.4256,14.54,2.26,14.13,0.0688
2020-05-05,ZQAI,2020Q1,2020-03-31,0.1068,0.2525,0.0255,0.5866,19.82,2.18,15.74,0.0505
2020-05-05,ZQLH,2020Q1,2020-03-31,0.1004,0.5757,0.0265,0.3363,25.46,5.14,24.4,0.0393
2020-05-05,ZQPT,2020Q1,2020-03-31,0.0561,0.3839,0.0125,0.3272,55.12,1.8,18.0,0.0181
2020-08-04,AAPL,2020Q2,2020-06-30,0.5281,0.3779,0.0542,0.3019,18.29,13.81,18.41,0.0547
2020-08-04,AMT,2020Q2,2020-06-30,0.1837,0.6799,0.0314,0.7666,29.97,14.57,29.15,0.0334
2020-08-04,AMZN,2020Q2,2020-06-30,0.0999,0.4225,0.0294,0.5243,48.94,18.6,46.49,0.0204
2020-08-04,APD,2020Q2,2020-06-30,0.1524,0.305,0.0526,0.4355,19.09,7.18,26.94,0.0524
2020-08-04,BAC,2020Q2,2020-06-30,0.1019,0.5347,0.0279,0.9126,12.96,1.85,20.04,0.0771
2020-08-04,CAT,2020Q2,2020-06-30,0.3488,0.3025,0.0504,0.6597,15.5,8.41,15.41,0.0645
2020-08-04,CVX,2020Q2,2020-06-30,0.0922,0.3369,0.0267,0.369,14.88,2.16,15.81,0.0672
2020-08-04,DUK,2020Q2,2020-06-30,0.0769,0.3243,0.0185,0.736,27.17,1.58,12.84,0.0368
2020-08-04,ECL,2020Q2,2020-06-30,0.1889,0.4217,0.0423,0.4809,32.12,7.43,19.11,0.0311
2020-08-04,GOOGL,2020Q2,2020-06-30,0.1847,0.5398,0.041,0.05,19.98,8.25,26.41,0.05
2020-08-04,HD,2020Q2,2020-06-30,0.4208,0.3746,0.0645,0.6109,21.88,160.22,25.64,0.0457
2020-08-04,HON,2020Q2,2020-06-30,0.2572,0.3139,0.0466,0.5623,22.43,8.56,16.06,0.0446
2020-08-04,JNJ,2020Q2,2020-06-30,0.3053,0.6633,0.0637,0.423,19.96,6.28,14.66,0.0501
2020-08-04,JPM,2020Q2,2020-06-30,0.1262,0.6117,0.0494,0.9031,12.07,3.08,24.62,0.0829
2020-08-04,KO,2020Q2,2020-06-30,0.3639,0.58,0.0504,0.6463,24.36,9.48,18.96,0.041
2020-08-04,LIN,2020Q2,2020-06-30,0.1293,0.4039,0.0461,0.4646,21.22,2.64,14.1,0.0471
2020-08-04,META,2020Q2,2020-06-30,0.2472,0.7668,0.0539,0.1093,20.09,13.68,31.93,0.0498
2020-08-04,MSFT,2020Q2,2020-06-30,0.4203,0.7284,0.043,0.2587,28.5,16.4,36.9,0.0351
2020-08-04,NEE,2020Q2,2020-06-30,0.1062,0.388,0.0176,0.6186,29.34,3.58,19.07,0.0341
2020-08-04,NVDA,2020Q2,2020-06-30,0.2974,0.6129,0.037,0.2377,39.25,15.25,35.58,0.0255
2020-08-04,PG,2020Q2,2020-06-30,0.2162,0.4941,0.0437,0.5018,21.12,8.26,23.42,0.0473
2020-08-04,PLD,2020Q2,2020-06-30,0.0727,0.7438,0.0339,0.4173,25.62,2.28,19.3,0.039
2020-08-04,UNH,2020Q2,2020-06-30,0.2142,0.2111,0.0528,0.3513,15.87,8.38,25.14,0.063
2020-08-04,UPS,2020Q2,2020-06-30,0.5798,0.2292,0.0666,0.7734,15.88,36.6,14.64,0.063
2020-08-04,V,2020Q2,2020-06-30,0.3155,0.7794,0.0485,0.4606,22.77,11.81,28.87,0.0439
2020-08-04,WMT,2020Q2,2020-06-30,0.1978,0.2479,0.0368,0.5974,23.13,6.47,18.1,0.0432
